"","x"
"2270","Sangat puas"
"2271","Cepat dan tanggap"
"2272","Tidak bisa memberikan ulasan.. tolong diperbaiki.."
"2273","Pelayanan bagus"
"2274","puas"
"2275","mudah dan prosesnya cepat"
"2276","👍 bagus"
"2277","Sangat memuaskan"
"2278","Nics"
"2279","Pilihan Hotel murah dan terbaik"
"2280","Good"
"2281","Murah"
"2282","Mudah dihubungi, transaksi pertama langsung dapat promo. Asyiknya...."
"2283","Mntap"
"2284","Sangat baik"
"2285","Aplikasi cerdas"
"2286","Puas"
"2287","Bagus dan banyak promo nya"
"2288","Oke lah"
"2289","Mantul .."
"2290","Mantappp tempat nyaman"
"2291","Basi... Ngasi diskon dengan minimal belanjaan selangit... Klo ngasi diskon tanpa syaratlah..."
"2292","Mudah dan Lebih murah sedikit dr yg lain"
"2293","Baru pertama mau menikmati layanan Airy ini,melihat fitur fasilitasnya ,,, sesuai dgn budget"
"2294","Good"
"2295","Oke...sangat membantu"
"2296","aplikasi yg jadi solusi buat mereka yg ingin membahagiakan kluarga..."
"2297","Sip"
"2298","Berguna dsaat duitt kurng buat boking tempat"
"2299","Bagus"
"2300","Good"
"2301","Pertama kali pesan di airy hasilnya kapok parah... memang murah cuman 100rb tp jgn jorok juga. Kamar debuan. Sepre bau. Wc kuning kotor.. masyaallah.. sy pesen lngsung 2 malam lewat aplikasi pas masuk kamar aduh mau nangis istri saya.krna udh malam terpaksa nginep dlu semalam besok pagi2 lngsung cek...Ulasan LengkapPertama kali pesan di airy hasilnya kapok parah... memang murah cuman 100rb tp jgn jorok juga. Kamar debuan. Sepre bau. Wc kuning kotor.. masyaallah.. sy pesen lngsung 2 malam lewat aplikasi pas masuk kamar aduh mau nangis istri saya.krna udh malam terpaksa nginep dlu semalam besok pagi2 lngsung cekout. kmar apa adanya gk papa asal jgn jorok. Sebagai tamu bener2 merasa gk dihargai. Saya kasih review hotel ternyata di airy rating hotel gk ditampilkan. Review hotel apalagi pantesan sy kena tipu.."
"2302","oke punya"
"2303","Biar bintang yang bicara"
"2304","Harga terjangkau, nyaman dan bersih 🙂🙂"
"2305","mantap"
"2306","Mantul"
"2307","murah, cepat, mudah. tp msh kurang: belum bs cek in onlen. ayo dong ditambah fitur cek in onlen"
"2308","Kenapa sampe skg saya ga bisa melakukan pemesanan hotel ya dari dua minggu kemaren selalu saja terjadi kesalahan pada server"
"2309","Puas"
"2310","Good"
"2311","Mantap"
"2312","Mantaf"
"2313","Sejauh ini msh excellent"
"2314","Ok"
"2315","Luar biasa"
"2316","Good price...and discount"
"2317","3 bintang dulu, kalau di respon tambah bintang. mau tanya donk min, saya udah booking kamar fi airy syariah Sleman gang nila. nah saya mau bawa anak umur 3 tahun, kira kira nambah biaya ga ya"
"2318","Coba dulu"
"2319","Lebih mudah cari penginapan dan harga terjangkau"
"2320","Mudah dan ga ribet"
"2321","Banyak promo dan cukup bagus aplikasinya"
"2322","Mantap"
"2323","mantap. bnyak bonusnya"
"2324","Nice"
"2325","Lancar tanpa.kendala..."
"2326","Apps book hotel paling gampang. Harga murah, kualitas jg terjamin. Banyak promo. Belon pernah pesan tiket pesawat sih, tp uda 4x book hotel sm suami..."
"2327","Selama ni pakai airy tidak ribet n mudah utk pembayaran jg dikasih waktunya lama."
"2328","Awesome"
"2329","Kesalahan server terus tiap dibuka"
"2330","Sangat bagus untuk membantu"
"2331","Bagusss....tempat penginapannya rapih, bersih dan nyaman"
"2332","Bagus,nyaman,aman,syariah...."
"2333","Puass....fasilitas memuaskan dibanding harga yg hrus dibayar."
"2334","B ajah , customer tidak ramah , kamar kecil , tidak ada ruang merokok"
"2335","promo terus ya kk.. murah bgt.. 😉"
"2336","Harganya selalu lebih murah klo tiket pesawatnya.. cuma klo bisa diskon untuk lion air jgn ditujukan hanya kpd pengguna baru aja.. hehe"
"2337","Good"
"2338","Cukup baik"
"2339","Sangat menyenangkan😄"
"2340","Praktis dan informatif"
"2341","Good"
"2342","Membantu"
"2343","Mantap"
"2344","Rekomendasi aplikasi tiket pesawat dan hotel"
"2345","Suka dengan pelayanannya, mantap"
"2346","Baik banget"
"2347","Aplikasi gak detail. Gak jelas."
"2348","Hotelnya murah dan nyaman"
"2349","Kamar nyaman, paling suka fasilitas air hangatnya"
"2350","Cepat dan mudah"
"2351","Jauh lebih murahhh Bahagia dpet hotel smurahh inii"
"2352","Aplikasi yg sangat memudahkan mencari hotel budget... Beneran murah"
"2353","Pelayanan nya 👌"
"2354","oke"
"2355","Good"
"2356","Lumayan bagus walaupun promonya sedikit"
"2357","Bagus .."
"2358","Mantap aplikasinya"
"2359","Good puas semua kalo bisa peralatan mandi tolong di tambah seperti pasta gigi sama odol terus banyakin promo2'a syaa yakin pasti pada pilih airy semua"
"2360","Aplikasi bagus,buat yang suka keluar kota jadi lebih mudah saat berpergian,variasi kamar dan harga yg beragam cukup terjangkau untuk semua kalangan"
"2361","Memuaskan"
"2362","Sangat membantu,banyak promo"
"2363","Bagus bangat aplikasinya..."
"2364","Good application"
"2365","Mantul"
"2366","Good"
"2367","Apabila ada costumer yang ingin pindah room dari single ke double atas permintaan dan kemauan costumer sendiri, seharusnya airy dapat mengabulkannya karena hal tersebut tidak merugikan manajemen airy dan malah dapat membuat costumer lain senang apabila dia mengambil room single akan tapi dialihkan k...Ulasan LengkapApabila ada costumer yang ingin pindah room dari single ke double atas permintaan dan kemauan costumer sendiri, seharusnya airy dapat mengabulkannya karena hal tersebut tidak merugikan manajemen airy dan malah dapat membuat costumer lain senang apabila dia mengambil room single akan tapi dialihkan ke room double."
"2368","Bersih tempatnya"
"2369","Sangat puas"
"2370","Pelayanan CS sangat jelek sekali, saya complain untuk cancel krn kamar bocor untuk refund aja muter2. Hati2 sebelum pemesanan dan pembayaran. Gak recomended untuk pelayanan CS nya. Ini pertama dan terakhir saya nginap di airy 147 cibubur Kapok."
"2371","😍😍😍😍😍😍😍😍"
"2372","Mantap"
"2373","Dengan adanya aplikasi Airy,sy dgn mudah mendapatkan tmpt penginapan yg lbh murah,nyaman dan bersih."
"2374","pesen hotel di airy selama ini selalu sesuai ekspektasi, mantabbb...."
"2375","Bagus dan mudah untuk di aplikasikan"
"2376","Nice"
"2377","Bagusss"
"2378","Good"
"2379","Kamarnya sangat bagus, bersih dan harum...."
"2380","harga terjangkau.. dan dpt fasilitas yg oke banget... Dan terima kasih sdh membantu untuk komplain diteruskan ke pihak hotel 👍"
"2381","jiahhhh promonya nggak ada apa yg untuk di KALIMANTAN, jahat ya, udah lah kasih bintang 1 aja dulu sebab anda pilih kasih promonya JAWA mulu..."
"2382","Mudah dan cepat pesen tiket pesawat, plus banyak promo menarik"
"2383","Good"
"2384","Jos"
"2385","Bagus"
"2386","Harga bersaing fasilitas oke .. Tingkatkan pelayanan dan anda akan meraih pelanggan lebih banyak"
"2387","Cepat ,mudah,dan murah"
"2388","RECOMENDED"
"2389","Sangat bagus"
"2390","Bagus sekali"
"2391","5 bintang, karena penggunaan kupon nya nyata dan tidak ribet."
"2392","murah mudah"
"2393","sering pakai airy kalo keperluan ke luar kota atau liburan."
"2394","Good"
"2395","Sip"
"2396","Bagus"
"2397","Nice"
"2398","Goood"
"2399","Sip"
"2400","Sangat membantu saat kepepet harus cari penginapan 👍 harga murah, nginap nyaman 😍"
"2401","Gooooddd"
"2402","Selama ini oke2 saja.. Cuma kenapa ya saya booking ticket pake kode promo voucher 50 ribu kfc ko belum dapat juga voucher nya.."
"2403","Gampang dan murce sekaliii"
"2404","Pemesannya mudah, keren, simple dan cepat"
"2405","Mempermudah"
"2406","Ok deh... Puas puasin keluarga indonesia ya."
"2407","Terekomen dri semua app serupa.."
"2408","Keren"
"2409","Menginap Ditempat yang bersih dan Nyaman pelayanan Memuaskan pasilitas kamar Cukup Memadai Hotel Keluarga sekelas Hotel berbintang pokoknya Recomended Sukses Selalu Airy.."
"2410","Keren murah bangeeettt seneng banget nginep booking nya pakek airy"
"2411","Helpful"
"2412","Bagus"
"2413","Okelah promonya"
"2414","👍👍👍"
"2415","Makasih sangat membantu"
"2416","Ko sekarang mahal gan"
"2417","Hotel murah harga terjangkau kamar bersih dan nyaman"
"2418","Nyari lokasinya agak susah karena malem2 tp sesuailah kamarnya nyaman dan bersih, harga terjangkau banget"
"2419","Terbaik menemukan hotel san penginapan yg di inginkan"
"2420","Suka banget ama Airy, udah murah engga pake ribet lagi.. 🙏👍👍"
"2421","Nyaman"
"2422","Ok"
"2423","Sangat membantu di saat semua kamar hotel full"
"2424","Ahoy"
"2425","Mantap"
"2426","👌👌👌"
"2427","Ini bisa pesan tiket buat perjalanan keluar negri gak ya ?"
"2428","👍🏻"
"2429","Good"
"2430","Good"
"2431","baru mencoba"
"2432","Mantap"
"2433","Suka"
"2434","Good"
"2435","Oke aplikasi nya"
"2436","Semoga lebih baik lagi"
"2437","Mohon di banyakin lagi promonya"
"2438","Sangat membantu dan mudah transaksinya"
"2439","Cepat akurat"
"2440","Ok"
"2441","Praktis dalam pemakaian, banyak diskon, mantap..."
"2442","Thx u airy rooms banyak menawarkan hotel yg harganya terjangkau buat liburan,CS nya juga gercep saat di minta bantuan buat menanyakan no telpon hotel yg susah di hubungi"
"2443","Aplikasi yg handal dan friendly"
"2444","Airy it's ok"
"2445","Top"
"2446","Nyaman dan pelayanan yg baik"
"2447","Bgus,, byk promo ny"
"2448","Mantul"
"2449","Ok"
"2450","👍👍"
"2451","Urusan hotel murah tapi gak murahan. pokoknya airy yang terbaik."
"2452","pengalaman kurang nyaman,saat masa booking dan sudah hotel yang dipilih tiba-tiba hotelnya dialihkan dan tanpa konfirmasi kalau hotel penuh,saya mengalami kejadian 2x dan digantikan dengan hotel dengan rating dibawahnya"
"2453","Terimakasih pelayanan anda sangat bagus"
"2454","Very good"
"2455","Sangat nyaman dan puas atas pelayanan nya"
"2456","Mudah, murah dan puas dengan airy banyak Promo, harga istimewa terjangkau."
"2457","promonya kadang dibawah 100rb buat airry eco, dipakai buat nginep semalam2 biar ganti suasana enak,,"
"2458","Tiket lbh murh dari yg lain.👍"
"2459","Pemesanan simpel, dan kamar tidak mengecewakan"
"2460","ahhh"
"2461","Good"
"2462","Aplikasi ini sangat bagus dan sangat murah utk pemesanan tiket pesawat terimakasih"
"2463","Sering2 kasih promo yaaa"
"2464","Uang saya dah ditarik 917.800 tp e tiket ny tidak ada..uang saya belum kembali gmn nih airy..katany uang saya aman..tp kenapa uang saya belum kembali....tolong jangan kecewakan kami yg sudah berlangganan lama dengan airy..sampai tgl 10 sep belum juga diterima uang kembalian dari airy..brp lama saya ...Ulasan LengkapUang saya dah ditarik 917.800 tp e tiket ny tidak ada..uang saya belum kembali gmn nih airy..katany uang saya aman..tp kenapa uang saya belum kembali....tolong jangan kecewakan kami yg sudah berlangganan lama dengan airy..sampai tgl 10 sep belum juga diterima uang kembalian dari airy..brp lama saya harus menunggu airy..please"
"2465","Nice"
"2466","Mudah aplikasinya,mudah pembayarannya"
"2467","Airy harga tiketnya paling murah diantara yg lain plus bayar dg virtual billing, tp belom bisa reschedul"
"2468","Harga terjangkau"
"2469","aku suka bnget"
"2470","Asiap"
"2471","mantul"
"2472","oke"
"2473","Bagus, kepake banget!!"
"2474","Good"
"2475","Sangat menyenangkan"
"2476","Ok"
"2477","Baik"
"2478","Kamar kamar di airy sebagian besar nyaman untuk menginap"
"2479","Cukup nyaman.."
"2480","Mantap"
"2481","Promonya hanya utk aplikasi versi tertentu"
"2482","Ok"
"2483","Belum di coba semoga banyak manfaatnya........"
"2484","Murah, mudah dan nyaman"
"2485","Saya sangat suka dg layanan customer servisnya,, cepat tanggap dan memberi solusi terbaik. Mungkin sya lg gk hoki aja, pertama pesan malah disuruh batal pesanan dg petugas pnginapannya, namun cs memberi solusi, lain hari saya pesan airy lagi"
"2486","Akses yg mudah"
"2487","Lumayan lah"
"2488","Aplikasi bego tolol , saya pesen sampe tempat penuh kan tolol , uang saya tidak dkembalikan aplikasi bego"
"2489","Aplikasinya bagus harganya juga ngga nguras dompet alangkah lebih baiknya jika sarung bantalnya diganti tiap ada orang baru masih banyak rambut sama bau buat wifinya juga putus2 semoga segera diperbaiki :)"
"2490","Tidak mengecewakan"
"2491","Ok banget.. Pertahan kan ya"
"2492","Aplikasi nya baguss bgtttt, slalu ada diskon menarikk"
"2493","Lumayan nyaman dan murah"
"2494","Klau ada diskon yg besar 75% ke atas knp gk bisa sampai 2/3 hari ya nginepnya"
"2495","Good"
"2496","Okeeee"
"2497","Cukup memuaskan"
"2498","Harga yg ditawarkan lbh murah"
"2499","Mantap"
"2500","Bagus"
"2501","Murah.terjangkau di kantong hehe"
"2502","tempat terbaik untuk rekomended menginap..gooddddd"
"2503","Membantu dalam mencari hotel yang murah"
"2504","Good"
"2505","Lanjutkannnn"
"2506","sering out appnya, fix it"
"2507","Tolong Kami Pengguna Aplikasi ini Butuh kemudahan. Jangan Seperti Beli KUCING dlm KARUNG. Tolong tambahkan Review Tamu/User Setiap Hotel DiAplikasi Airy yg Telah berkunjung. Saya Uda terjebak Hotel yg gak tau kwalitas sebenar nya. Bukan Hotel tapi Kamar esek-esek. Bukan standar hotel....."
"2508","Sangat membantu mencari yang tepat"
"2509","Sip"
"2510","Mantap"
"2511","Kadang di aplikasi lain mahal pas dapat keberuntungan promosi dr Airy berani lebih murah dan lebih menarik dr yg lain, cuma ada juga beberapa kali setelah kita melakukan pembayaran sistem dr Airy agak lambat atau lama memproses apa yg sdh dibayar, semoga ke depan akan lebih cepat sistemnya dan semog...Ulasan LengkapKadang di aplikasi lain mahal pas dapat keberuntungan promosi dr Airy berani lebih murah dan lebih menarik dr yg lain, cuma ada juga beberapa kali setelah kita melakukan pembayaran sistem dr Airy agak lambat atau lama memproses apa yg sdh dibayar, semoga ke depan akan lebih cepat sistemnya dan semoga akan lbh baik"
"2512","Tipu2 katanya dapet potongan kfc 50k dicari gk ada"
"2513","Ok"
"2514","Like."
"2515","The best pelayanan bang jefri"
"2516","Hotel dan penginapan2 yg di jadikan partner sesuai gambar dan banyak yg bagus2 dan memuaskan cm kadang2 yg byk saya jumpai adalah masalah air panas..harap diperhatikan saja kdg air panas tdk ada meskipun di detail pesanan ada..kadang jg ada tp cuma keluar sebentar saja"
"2517","Mantul super mantul... Pilihan paling tepat untuk yg mau yg nginap dg budget yg pas. Harga nya murah... Pelayanan kualitas istimiwirr"
"2518","Mantap"
"2519","lumayan murah dan hotelnya bersih"
"2520","Cepat dan murah"
"2521","Puas ...harga lebih murah"
"2522","Bagus no ribet bisa go pay bayar nya kali"" join pake dana dong kak aku rikues ajah biar transaksi makin gampang juga wkwk"
"2523","Bagus"
"2524","Lumayan membantu perjalanan"
"2525","Bakalan sering nginep via airy karna murahnya juara"
"2526","Nice mudah pembayaran bisa leeat indomart/alfamart yg menjamur dimana2"
"2527","Udah underprice selalu dapet diskon pulaa , good !"
"2528","good"
"2529","Okok"
"2530","Sangat ngebantu"
"2531","Cepat Dan nyaman"
"2532","Bagus, mudah, simpel"
"2533","mantap"
"2534","Mantap..."
"2535","Mantab"
"2536","Byk promo..ok"
"2537","nice"
"2538","Kurang menarik promonya"
"2539","Mantap"
"2540","Fasilitas dan pelayanannya oke bnggth"
"2541","Mudah cepat dan nyaman"
"2542","Alhamdulillah lebih murah terimakasih airy"
"2543","Mantap"
"2544","Bagus dan mudah"
"2545","Airy sangat membantu untuk tiket murah"
"2546","Pertahankan kemurahan tiket pesawatmu nggak seperti tetangga sebelah."
"2547","Sip"
"2548","Good app"
"2549","Sip"
"2550","Dari perbandingan beberapa aplikasi lain, airy berguna bgt untuk 3mlm di bali dengan hotel yang berbeda, enak bgt bs dpt hotel bintang 4 dibwah 80rb, dpt fasilitas lengkap pula, untuk transaksi jg gk ribet sih, gk smpe 5mnt udh slesai semua. Semoga semakin ke depan semakin memudahkan orang dalam mem...Ulasan LengkapDari perbandingan beberapa aplikasi lain, airy berguna bgt untuk 3mlm di bali dengan hotel yang berbeda, enak bgt bs dpt hotel bintang 4 dibwah 80rb, dpt fasilitas lengkap pula, untuk transaksi jg gk ribet sih, gk smpe 5mnt udh slesai semua. Semoga semakin ke depan semakin memudahkan orang dalam membeli tiket pswat & hotel, mksh airy"
"2551","top"
"2552","puas banget"
"2553","Sangat membantu"
"2554","Sangat membantu dikala cari tempat singgah"
"2555","Kalau bisa ada sistem bayar tunai ditempat. Dengan kode booking. Karena kadang ada masalah teknis di Indomaret atau di bank atau ATM saat transfer"
"2556","😍 gak ribet, sesuai"
"2557","Mantab murah memuaskan"
"2558","Always pesan tiket pesawat di Airy 😍"
"2559","Sya sangat puas dengan app ini,memudahkan sya untuk mencari tempat menginap yg pas dengan kantong"
"2560","Mantap"
"2561","Tiket saya tidak bisa di refund gmn ini app sudah saya update tapi tetap tidak bisa..pilihan refund dibawah nama tertera pembeli tiket tidak ada.."
"2562","Perluas jaringannya dan perbanyak Discount nya"
"2563","Potongan diskon mantap"
"2564","Sangat memuaskan"
"2565","Nice"
"2566","Good"
"2567","Diskonnya mantab!!"
"2568","Bagus ko"
"2569","Harga dan tempat sesuai 😊"
"2570","Syariah nya ketat banget. Jd ga nyaman mau ngapa*in"
"2571","Good murah"
"2572","Mantuull"
"2573","Cukup murah diskonnya banyak"
"2574","👍🏻"
"2575","Top"
"2576","Kecepatanx responx dipertahankan.. 👍👍 Cuman di bukti pembelian.. Perlu ditambahkan : Nama penumpang pesawat dan kode bookingx..krna di gunakan tuk SPJ bagi pegawai/karyawan.. Tuk di e tiketx juga.., klo bisa di bikin 1 halaman saja..nama.penumpang di hal 1, bukan seperti skrg, nama penumpang di ha...Ulasan LengkapKecepatanx responx dipertahankan.. 👍👍 Cuman di bukti pembelian.. Perlu ditambahkan : Nama penumpang pesawat dan kode bookingx..krna di gunakan tuk SPJ bagi pegawai/karyawan.. Tuk di e tiketx juga.., klo bisa di bikin 1 halaman saja..nama.penumpang di hal 1, bukan seperti skrg, nama penumpang di halaman 2.. tuk SPJ sangat riskan (walo ada kode pemesananx..) Mohon segera diperbaiki..!!"
"2577","Kamar bersih dan oke"
"2578","Memuaskan"
"2579","aplikasi selalu terbuka sendiri, dan airy tidak bisa check in pesawat di aplikasi"
"2580","Puas banget"
"2581","Amazing"
"2582","Fungsional"
"2583","sangat recomended"
"2584","Seeep dah"
"2585","Mantap Airy Tanah Kusir Kodim.... Duscount nya hrs lebih memuaskan Customer. Dan perubahan harga dari waktu ke waktu yg bagus. Jadi Customer akan selalu nenunggu harga terbaru setiap saat. Dan satu pesan saya ""Beranilah bersaing dgn suatu prioritas, lebih baik dikenal oleh semua kalangan daripada di...Ulasan LengkapMantap Airy Tanah Kusir Kodim.... Duscount nya hrs lebih memuaskan Customer. Dan perubahan harga dari waktu ke waktu yg bagus. Jadi Customer akan selalu nenunggu harga terbaru setiap saat. Dan satu pesan saya ""Beranilah bersaing dgn suatu prioritas, lebih baik dikenal oleh semua kalangan daripada dikenal oleh segelintir kalangan yg tdk realistis"". Salam Sukses Airy...."
"2586","Oke"
"2587","Harga terjangkau dan berkualitas"
"2588","Aiey sangat membantu dan terbaikk..pertahankan yaa kalo bs tingkatkan heheh"
"2589","sya beri full star... walo belum tau"
"2590","Luar biasa aplikasinya utk traveling di seluruh indonesia"
"2591","Seneng nyaman"
"2592","Oke mantabb"
"2593","Mantab"
"2594","Ok bgt"
"2595","Best app ever, pesan hotel mudah dan pelayanan hotel airy eco syariah sangat membantu untuk traveller yang mencari hotel syariah. Keep up the good work airy, I'm Always support you guys 👍👍👍"
"2596","Ok"
"2597","Very nice"
"2598","mntappp"
"2599","lumayan"
"2600","Bln ada pengalaman"
"2601","Bagus nyaman di tempatnya"
"2602","Harganya benar-benar merakyat 🤣🤣😄"
"2603","Memuaskan"
"2604","Cukup puas trimksh airy"
"2605","👍"
"2606","Promo Terus donk"
"2607","Mantap"
"2608","Sangat puas"
"2609","Mantab, cmn 2 x pesan hotel di bali ga dapat snack bites ...tapi semuanya baik2 saja"
"2610","Good"
"2611","Mantab aplikasinya"
"2612","Mantap , banyak kode vouchernya"
"2613","Sip"
"2614","Sangat membantu sekali"
"2615","Mantappp"
"2616","Lumayan membantu"
"2617","Yg jelas lebih murh"
"2618","Mudah pesan tiketnya dan promonya paling oke!!!!!!!"
"2619","Mantap... Bisa milih...Harga murah... Tpi saran ya.. Sblum check in siapin dana buat deposit, tpi ga bnyak skitar 50 s/d 100 Rb. Tergantung hotel yg dipilih, utk lebih jelas tnyakan ke pihak hotel yaa... Recommended buat tmen yg lgi ngirit atau tgl tua"
"2620","Sangat puas"
"2621","Lumayan buat backpacker Murah bersih nyaman"
"2622","Good"
"2623","Good"
"2624","7,🙏"
"2625","Fitur user friendly"
"2626","sangat baik untk yg mau bepergian"
"2627","Sangat baik"
"2628","😊"
"2629","ini aplikasi buat lokal saja bos luar negri gak boleh ya"
"2630","Aplikasi yg mudah untuk di mengerti. Sukses airy semoga semakin baik terus pelayanan dan kenyamanan nya."
"2631","Sip"
"2632","Good app"
"2633","Pembayarannya mudah bisa lewat indomaret..dan untk pemesanan hari itu jg..ga seperti aplikasi lain kalau pembyran by indomaret untk transaksi esok harinya..dan jg cs nya 24jm..thxs airy room sangat membantu"
"2634","Saya tambah rating jadi 4 star karena refund saya bisa di terima walaupun harus chat sama cs airy ,kalau bisa refund dan rescedhul dibikin gampang seperti app sebelah dong"
"2635","Mantap sekali airy"
"2636","Bagus"
"2637","Simple dan pastinya lebih murah"
"2638","Sdh sering pesan tiket pesawat tapi kl untk penginapan baru kali ini mantap"
"2639","Kemana mana selalu cari airy, murah tapi mewah, Bintang 3. Buat travellers oke banget pake airy"
"2640","👍🏻"
"2641","Terimakasih Airy sdh membantu mencari penginapan yang nyaman. Tingkatkan terus standart pelayanannya.. Sya tambahkan..Airy harus jaga kualitas mitra hotelnya. Bila mmang kualitas jelek jangan diikutkan Airy. Pengalaman ke Malang booking mitra hotel Airy, kualitas sangat jelek. Untungnya ditangani be...Ulasan LengkapTerimakasih Airy sdh membantu mencari penginapan yang nyaman. Tingkatkan terus standart pelayanannya.. Sya tambahkan..Airy harus jaga kualitas mitra hotelnya. Bila mmang kualitas jelek jangan diikutkan Airy. Pengalaman ke Malang booking mitra hotel Airy, kualitas sangat jelek. Untungnya ditangani betul oleh pihak Airy dan uang saya bisa kembali, bisa pindah ke mitra hotel lain yang lebih baik."
"2642","Sangat membantu 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
"2643","Good app"
"2644","Mudah dan cepat"
"2645","Sayangnya masih menggunakan metode transfer, jadi harus mengingat jumlah yang harus ditransfer. Alangkah baiknya jika menggunakan metode pembayaran virtual account."
"2646","5 bintang terkenal di indonesia"
"2647","Mantap"
"2648","Luar biasa"
"2649","Harganya terjangkau, lokasinya strategis 👍"
"2650","Luar biasa"
"2651","Good"
"2652","Bagus.. Murah.."
"2653","Bersih dan Nyaman Cepat pelayannya"
"2654","Banyak disc"
"2655","Hotelnya murah dan bersih"
"2656","Keren"
"2657","Gk bisa btalin pesanan"
"2658","Sudah baik, cuma tadi terputus kenapa gak di telpon balik...🙏🙏🙏"
"2659","App nya cepet dan mudah dimengerti..."
"2660","Selalu pake aplikasi ini dan tidak pernah mengecewakan"
"2661","Booking grecep hotel hrg 17rb. Kirain dksh yg fasilitas minim. Tryta fasilitas sprti hrga 200an. Sampe hairdryer kulkas tv gede ada. pokoky puas banget. Tiket pswat jg lancar2 aja. Dan murah. Thnks airy baru mulai langganan bener2 memuaskan byk diskonnya... 😘"
"2662","Sip"
"2663","ok"
"2664","Bnyakin promonya kakak 😁 Biar sering2 mampir"
"2665","The best...and murah..."
"2666","Mantap"
"2667","Mantap"
"2668","Harga ok dan fasilitas juga ok sesuai harga, gampang juga untuk booking kamar, ga ribet. Sejauh ini nyaman banget, terutama untuk budget mahasiswa hehe."
"2669","entah deh belum hari H nginapnya"
"2670","Perlu layanan checking online"
"2671","Sesuai kondisi keuangan dan fasilitas."
"2672","Good aplikasi...."
"2673","Ok ok ok"
"2674","Sangat membantu liburan kami,terima kasih😊"
"2675","OK banger ini aplikasi... 🤩🥰"
"2676","Lebih murah dan simple.."
"2677","Top"
"2678","Simple,praktis, dan sesuai foto."
"2679","Trma ksh airy room harga kmr""nya sgtlah murah dan nyaman..."
"2680","Sangat memuaskan"
"2681","Asik suasana kamar nya"
"2682","sangat membantu aplikasi airy ini. membantu dalam traveling saya. mudah digunakan aplikasi ini. Pas di dompet untuk beli tiket hotel dan pesawat. semoga airy tambah jaya dan sukses."
"2683","Bagus"
"2684","Oke dan mantap Mudah2an tambah banyak promo harga dan diskon"
"2685","Mantull"
"2686","Memberi kemudahan untuk cari kamar hotel harga bersahabat,dan pelayanan airy sekarang tambah oyeee..!!"
"2687","Mantap. Tolong bisa booking diatas jam 12 malam"
"2688","Sangat membantu, 👍"
"2689","Sip"
"2690","Keren, cepat dan praktis 👍👍👍"
"2691","mantap"
"2692","Rekomendasi hotelnya selalu bagus 👍👍"
"2693","Biarkan bintang yg berbicara ❤️"
"2694","Tolong kembalikan gopay saya, sudah booking sudah bayar, mau checkin pihak hotel bilang sudah putus kontrak denga. Airi, disuruh menunggu oleh admin (asih) 30 menit, namun keluar masuk chat :( Salut"
"2695","Mantap"
"2696","Lebih hemat lebih murah"
"2697","Sip"
"2698","Airy more cheaper than other aplication.. syukak..."
"2699","Keren"
"2700","Bagus. Bisa pesan2 kamar"
"2701","👍"
"2702","Good ea"
"2703","Mantap aplikasinya. Mudah digunakan dan harganya murah"
"2704","Masih ada beberapa hotel kurang rapi"
"2705","Mantephhh... diskonnya ok 👍"
"2706","Mantap"
"2707","Lancar jaya dan puas pake airy"
"2708","Sangat membantu dan bermanfaat"
"2709","Luarrrrrr biasaaaaa"
"2710","mantap"
"2711","Murah dan bagus"
"2712","Aplikasinya tidak ribet dan gampang menggunakannya..sukses selalu airy"
"2713","Good"
"2714","Good"
"2715","Bagus"
"2716","👍"
"2717","Mantul"
"2718","Sangat membantu"
"2719","Mantap"
"2720","bagus"
"2721","Good"
"2722","Sangat membantu dalam pencairan tempat nginap yg harganya sangat terjangkau, kamar bersih dan rapi"
"2723","Ok bgt"
"2724","Good traveler"
"2725","❤❤❤"
"2726","Mntap Jadi lebih mudah untuk mencari penginapan"
"2727","Best accomodation apps"
"2728","Sangat membantu"
"2729","Memuaskan"
"2730","Cepat"
"2731","Sangat membantu"
"2732","Murah, nyaman, cocok utk persinggahan"
"2733","Banyakin lagi diskonnya yaak"
"2734","Waktu itu dpt diskon 50% dari google maps...pas aku mau nginap ga jadi Kamar bau..sprei kotor sekali..."
"2735","Terjangkau"
"2736","Nyaman plus murah"
"2737","Bagus murah"
"2738","Kasih ⭐ 4 karna memudahkan tapi Diskon nya masih tinggi batas minimal nya"
"2739","Bagus , nyaman , juga"
"2740","Nyaman banget tempat nya sesuai yg di posting gambarnya"
"2741","Bagus"
"2742","Enak dan kmr juga nyaman bngt"
"2743","Good"
"2744","Good tiket pesawat murah 😁"
"2745","Dicoba dulu ya gan"
"2746","Suka pokoknya"
"2747","Gud"
"2748","Gembel lah ga bisa masukin kode promonya"
"2749","Harga yang ditawarkan cukup murah tidak menguras kantong. Banyak sekali promo yang ditawarkan terutama flash sale. Tetap pertahankan."
"2750","Okokok"
"2751","Sangat baik"
"2752","Di Jakarta, balikpapan selalu pakai airy. So far so good"
"2753","Bgs"
"2754","Mudah bgt buat pesen tiket pesawat ada peromo nyaa lagi lumayan lahh😁"
"2755","Cepat dan akurat"
"2756","😘"
"2757","keren"
"2758","Good solutions"
"2759","Sangat baik"
"2760","Bego tiket pesawat nya ngk yg ke luar negeri ah Payah lu"
"2761","Membantu dan banyak promo"
"2762","Mantap"
"2763","Bagus,memudahkam"
